LINDSEY	0.04	56.45	492
LLOYD	0.04	56.49	493
MARSH	0.04	56.53	494
MCBRIDE	0.04	56.57	495
OWEN	0.04	56.61	496
SOLIS	0.04	56.65	497
PHAM	0.04	56.69	498
LANG	0.04	56.73	499
PRATT	0.04	56.77	500
LARA	0.04	56.8	501
BROCK	0.04	56.84	502
BALLARD	0.04	56.88	503
TRUJILLO	0.04	56.92	504
SHAFFER	0.04	56.96	505
DRAKE	0.04	57	506
ROMAN	0.04	57.03	507
AGUIRRE	0.04	57.07	508
MORTON	0.04	57.11	509
STOKES	0.04	57.15	510
LAMB	0.04	57.19	511
PACHECO	0.04	57.22	512
PATRICK	0.04	57.26	513
COCHRAN	0.04	57.3	514
SHEPHERD	0.04	57.34	515
CAIN	0.04	57.37	516
BURNETT	0.04	57.41	517
HESS	0.04	57.45	518
LI	0.04	57.49	519
CERVANTES	0.04	57.52	520
OLSEN	0.04	57.56	521
BRIGGS	0.04	57.6	522
OCHOA	0.04	57.63	523
CABRERA	0.04	57.67	524
VELASQUEZ	0.04	57.71	525
MONTOYA	0.04	57.74	526
ROTH	0.04	57.78	527
MEYERS	0.04	57.82	528
CARDENAS	0.04	57.86	529
FUENTES	0.04	57.89	530
WEISS	0.04	57.93	531
HOOVER	0.04	57.96	532
WILKINS	0.04	58	533
NICHOLSON	0.04	58.04	534
UNDERWOOD	0.04	58.07	535
SHORT	0.04	58.11	536
CARSON	0.04	58.14	537
MORROW	0.04	58.18	538
COLON	0.04	58.22	539
HOLLOWAY	0.04	58.25	540
SUMMERS	0.04	58.29	541
BRYAN	0.04	58.32	542
PETERSEN	0.04	58.36	543
MCKENZIE	0.04	58.4	544
SERRANO	0.04	58.43	545
WILCOX	0.04	58.47	546
CAREY	0.04	58.5	547
CLAYTON	0.04	58.54	548
POOLE	0.04	58.57	549
CALDERON	0.04	58.61	550
GALLEGOS	0.04	58.64	551
GREER	0.04	58.68	552
RIVAS	0.04	58.71	553
GUERRA	0.04	58.75	554
DECKER	0.04	58.78	555
COLLIER	0.04	58.82	556
WALL	0.04	58.85	557
WHITAKER	0.04	58.89	558
BASS	0.04	58.92	559
FLOWERS	0.04	58.96	560
DAVENPORT	0.04	58.99	561
CONLEY	0.04	59.03	562
HOUSTON	0.04	59.06	563
HUFF	0.04	59.1	564
COPELAND	0.04	59.13	565
HOOD	0.04	59.17	566
MONROE	0.04	59.2	567
MASSEY	0.04	59.24	568
ROBERSON	0.03	59.27	569
COMBS	0.03	59.31	570
FRANCO	0.03	59.34	571
LARSEN	0.03	59.37	572
PITTMAN	0.03	59.41	573
RANDALL	0.03	59.44	574
SKINNER	0.03	59.48	575
WILKINSON	0.03	59.51	576
KIRBY	0.03	59.54	577
CAMERON	0.03	59.58	578
BRIDGES	0.03	59.61	579
ANTHONY	0.03	59.65	580
RICHARD	0.03	59.68	581
KIRK	0.03	59.71	582
BRUCE	0.03	59.75	583
SINGLETON	0.03	59.78	584
MATHIS	0.03	59.81	585
BRADFORD	0.03	59.85	586
BOONE	0.03	59.88	587
ABBOTT	0.03	59.91	588
CHARLES	0.03	59.95	589
ALLISON	0.03	59.98	590
SWEENEY	0.03	60.01	591
ATKINSON	0.03	60.04	592
HORN	0.03	60.08	593
JEFFERSON	0.03	60.11	594
ROSALES	0.03	60.14	595
YORK	0.03	60.18	596
CHRISTIAN	0.03	60.21	597
PHELPS	0.03	60.24	598
FARRELL	0.03	60.28	599
CASTANEDA	0.03	60.31	600
NASH	0.03	60.34	601
DICKERSON	0.03	60.37	602
BOND	0.03	60.41	603
WYATT	0.03	60.44	604
FOLEY	0.03	60.47	605
CHASE	0.03	60.51	606
GATES	0.03	60.54	607
VINCENT	0.03	60.57	608
MATHEWS	0.03	60.61	609
HODGE	0.03	60.64	610
GARRISON	0.03	60.67	611
TREVINO	0.03	60.7	612
VILLARREAL	0.03	60.74	613
HEATH	0.03	60.77	614
DALTON	0.03	60.8	615
VALENCIA	0.03	60.83	616
CALLAHAN	0.03	60.87	617
HENSLEY	0.03	60.9	618
ATKINS	0.03	60.93	619
HUFFMAN	0.03	60.96	620
ROY	0.03	60.99	621
BOYER	0.03	61.03	622
SHIELDS	0.03	61.06	623
LIN	0.03	61.09	624
HANCOCK	0.03	61.12	625
GRIMES	0.03	61.15	626
GLENN	0.03	61.19	627
CLINE	0.03	61.22	628
DELACRUZ	0.03	61.25	629
CAMACHO	0.03	61.28	630
DILLON	0.03	61.31	631
PARRISH	0.03	61.35	632
ONEILL	0.03	61.38	633
MELTON	0.03	61.41	634
BOOTH	0.03	61.44	635
KANE	0.03	61.47	636
BERG	0.03	61.5	637
HARRELL	0.03	61.53	638
PITTS	0.03	61.56	639
SAVAGE	0.03	61.59	640
WIGGINS	0.03	61.62	641
BRENNAN	0.03	61.66	642
SALAS	0.03	61.69	643
MARKS	0.03	61.72	644
RUSSO	0.03	61.75	645
SAWYER	0.03	61.78	646
BAXTER	0.03	61.81	647
GOLDEN	0.03	61.84	648
HUTCHINSON	0.03	61.87	649
LIU	0.03	61.9	650
WALTER	0.03	61.93	651
MCDOWELL	0.03	61.97	652
WILEY	0.03	62	653
RICH	0.03	62.03	654
HUMPHREY	0.03	62.06	655
JOHNS	0.03	62.09	656
KOCH	0.03	62.12	657
SUAREZ	0.03	62.15	658
HOBBS	0.03	62.18	659
BEARD	0.03	62.21	660
GILMORE	0.03	62.24	661
IBARRA	0.03	62.27	662
KEITH	0.03	62.3	663
MACIAS	0.03	62.33	664
KHAN	0.03	62.36	665
ANDRADE	0.03	62.39	666
WARE	0.03	62.42	667
STEPHENSON	0.03	62.45	668
HENSON	0.03	62.48	669
WILKERSON	0.03	62.51	670
DYER	0.03	62.54	671
MCCLURE	0.03	62.57	672
BLACKWELL	0.03	62.6	673
MERCADO	0.03	62.63	674
TANNER	0.03	62.66	675
EATON	0.03	62.69	676
CLAY	0.03	62.72	677
BARRON	0.03	62.75	678
BEASLEY	0.03	62.78	679
ONEAL	0.03	62.81	680
PRESTON	0.03	62.84	681
SMALL	0.03	62.87	682
WU	0.03	62.9	683
ZAMORA	0.03	62.93	684
MACDONALD	0.03	62.96	685
VANCE	0.03	62.99	686
SNOW	0.03	63.02	687
MCCLAIN	0.03	63.05	688
STAFFORD	0.03	63.08	689
OROZCO	0.03	63.11	690
BARRY	0.03	63.14	691
ENGLISH	0.03	63.17	692
SHANNON	0.03	63.19	693
KLINE	0.03	63.22	694
JACOBSON	0.03	63.25	695
WOODARD	0.03	63.28	696
HUANG	0.03	63.31	697
KEMP	0.03	63.34	698
MOSLEY	0.03	63.37	699
PRINCE	0.03	63.4	700
MERRITT	0.03	63.43	701
HURST	0.03	63.46	702
VILLANUEVA	0.03	63.48	703
ROACH	0.03	63.51	704
NOLAN	0.03	63.54	705
LAM	0.03	63.57	706
YODER	0.03	63.6	707
MCCULLOUGH	0.03	63.63	708
LESTER	0.03	63.66	709
SANTANA	0.03	63.68	710
VALENZUELA	0.03	63.71	711
WINTERS	0.03	63.74	712
BARRERA	0.03	63.77	713
LEACH	0.03	63.8	714
ORR	0.03	63.82	715
BERGER	0.03	63.85	716
MCKEE	0.03	63.88	717
STRONG	0.03	63.91	718
CONWAY	0.03	63.94	719
STEIN	0.03	63.96	720
WHITEHEAD	0.03	63.99	721
BULLOCK	0.03	64.02	722
ESCOBAR	0.03	64.05	723
KNOX	0.03	64.08	724
MEADOWS	0.03	64.1	725
SOLOMON	0.03	64.13	726
VELEZ	0.03	64.16	727
ODONNELL	0.03	64.19	728
KERR	0.03	64.22	729
STOUT	0.03	64.24	730
BLANKENSHIP	0.03	64.27	731
BROWNING	0.03	64.3	732
KENT	0.03	64.33	733
LOZANO	0.03	64.36	734
BARTLETT	0.03	64.38	735
PRUITT	0.03	64.41	736
BUCK	0.03	64.44	737
BARR	0.03	64.46	738
GAINES	0.03	64.49	739
DURHAM	0.03	64.52	740
GENTRY	0.03	64.54	741
MCINTYRE	0.03	64.57	742
SLOAN	0.03	64.6	743
MELENDEZ	0.03	64.63	744
ROCHA	0.03	64.65	745
HERMAN	0.03	64.68	746
SEXTON	0.03	64.71	747
MOON	0.03	64.73	748
HENDRICKS	0.03	64.76	749
RANGEL	0.03	64.79	750
STARK	0.03	64.81	751
LOWERY	0.03	64.84	752
HARDIN	0.03	64.87	753
HULL	0.03	64.9	754
SELLERS	0.03	64.92	755
ELLISON	0.03	64.95	756
CALHOUN	0.03	64.98	757
GILLESPIE	0.03	65	758
MORA	0.03	65.03	759
KNAPP	0.03	65.06	760
MCCALL	0.03	65.08	761
MORSE	0.03	65.11	762
DORSEY	0.03	65.14	763
WEEKS	0.03	65.17	764
NIELSEN	0.03	65.19	765
LIVINGSTON	0.03	65.22	766
LEBLANC	0.03	65.24	767
MCLEAN	0.03	65.27	768
BRADSHAW	0.03	65.3	769
GLASS	0.03	65.32	770
MIDDLETON	0.03	65.35	771
BUCKLEY	0.03	65.37	772
SCHAEFER	0.03	65.4	773
FROST	0.03	65.43	774
HOWE	0.03	65.45	775
HOUSE	0.03	65.48	776
MCINTOSH	0.03	65.5	777
HO	0.03	65.53	778
PENNINGTON	0.03	65.56	779
REILLY	0.03	65.58	780
HEBERT	0.03	65.61	781
MCFARLAND	0.03	65.63	782
HICKMAN	0.03	65.66	783
NOBLE	0.03	65.69	784
SPEARS	0.03	65.71	785
CONRAD	0.03	65.74	786
ARIAS	0.03	65.76	787
GALVAN	0.03	65.79	788
VELAZQUEZ	0.03	65.82	789
HUYNH	0.03	65.84	790
FREDERICK	0.03	65.87	791
RANDOLPH	0.03	65.89	792
CANTU	0.03	65.92	793
FITZPATRICK	0.03	65.95	794
MAHONEY	0.03	65.97	795
PECK	0.03	66	796
VILLA	0.03	66.02	797
MICHAEL	0.03	66.05	798
DONOVAN	0.03	66.07	799
MCCONNELL	0.03	66.1	800
WALLS	0.03	66.12	801
BOYLE	0.03	66.15	802
MAYER	0.03	66.17	803
ZUNIGA	0.03	66.2	804
GILES	0.03	66.22	805
PINEDA	0.03	66.25	806
PACE	0.03	66.27	807
HURLEY	0.03	66.3	808
MAYS	0.03	66.32	809
MCMILLAN	0.03	66.35	810
CROSBY	0.03	66.37	811
AYERS	0.03	66.4	812
CASE	0.03	66.42	813
BENTLEY	0.03	66.45	814
SHEPARD	0.03	66.47	815
EVERETT	0.03	66.5	816
PUGH	0.03	66.52	817
DAVID	0.03	66.55	818
MCMAHON	0.03	66.57	819
DUNLAP	0.03	66.6	820
BENDER	0.03	66.62	821
HAHN	0.03	66.65	822
HARDING	0.03	66.67	823
ACEVEDO	0.03	66.7	824
RAYMOND	0.03	66.72	825
BLACKBURN	0.03	66.75	826
DUFFY	0.03	66.77	827
LANDRY	0.03	66.8	828
DOUGHERTY	0.02	66.82	829
BAUTISTA	0.02	66.84	830
SHAH	0.02	66.87	831
POTTS	0.02	66.89	832
ARROYO	0.02	66.92	833
VALENTINE	0.02	66.94	834
MEZA	0.02	66.96	835
GOULD	0.02	66.99	836
VAUGHAN	0.02	67.01	837
FRY	0.02	67.04	838
RUSH	0.02	67.06	839
AVERY	0.02	67.08	840
HERRING	0.02	67.11	841
DODSON	0.02	67.13	842
CLEMENTS	0.02	67.16	843
SAMPSON	0.02	67.18	844
TAPIA	0.02	67.2	845
BEAN	0.02	67.23	846
LYNN	0.02	67.25	847
CRANE	0.02	67.28	848
FARLEY	0.02	67.3	849
CISNEROS	0.02	67.32	850
BENTON	0.02	67.35	851
ASHLEY	0.02	67.37	852
MCKAY	0.02	67.4	853
FINLEY	0.02	67.42	854
BEST	0.02	67.44	855
BLEVINS	0.02	67.47	856
FRIEDMAN	0.02	67.49	857
MOSES	0.02	67.52	858
SOSA	0.02	67.54	859
BLANCHARD	0.02	67.56	860
HUBER	0.02	67.59	861
FRYE	0.02	67.61	862
KRUEGER	0.02	67.64	863
BERNARD	0.02	67.66	864
ROSARIO	0.02	67.68	865
RUBIO	0.02	67.71	866
MULLEN	0.02	67.73	867
BENJAMIN	0.02	67.76	868
HALEY	0.02	67.78	869
CHUNG	0.02	67.8	870
MOYER	0.02	67.83	871
CHOI	0.02	67.85	872
HORNE	0.02	67.87	873
YU	0.02	67.9	874
WOODWARD	0.02	67.92	875
